
Host: asax029.asc.edu

Timers On : Tue Dec  3 15:12:11 2024
Timers Off: Tue Dec  3 15:12:36 2024

Wall Time:       24.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form core H                     :      0.083u      0.083s      0.134w      2 calls
HF: Form S/X                        :      0.133u      0.167s      0.162w      2 calls
HF: Guess                           :      0.183u      0.233s      0.254w      2 calls
| SAD Guess                         :      0.183u      0.233s      0.248w      2 calls
HF: Form G                          :     17.700u      4.150s     13.195w     20 calls
| JK: D                             :      0.000u      0.000s      0.007w     20 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     20 calls
| JK: JK                            :     17.433u      3.333s     12.540w     20 calls
| | PK computes JK                  :     17.433u      3.333s     12.539w     20 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     20 calls
HF: Form F                          :      0.017u      0.033s      0.051w     20 calls
HF: Form D                          :      0.017u      0.000s      0.008w     20 calls
HF: DIIS                            :      0.917u      0.767s      0.983w     18 calls
HF: Form C                          :      0.650u      0.367s      0.615w     18 calls
Libint2ERI::Libint2ERI              :      0.483u      0.217s      0.403w      3 calls
trans_ints                          :    126.867u     22.750s     90.292w      1 calls
| Trans (OV|OV)                     :    126.650u     22.250s     89.857w      1 calls
| Sort chem -> phys                 :      0.050u      0.183s      0.140w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.050u      0.183s      0.140w      1 calls
| Trans OEI                         :      0.017u      0.050s      0.035w      1 calls
| Build Denominators                :      0.150u      0.267s      0.251w      1 calls
T2(1)                               :      0.483u      1.833s      1.406w      1 calls
MP2 Energy                          :      0.150u      0.300s      0.288w      1 calls

**************************************************************************************

Host: asax026.asc.edu

Timers On : Wed Dec  4 15:47:08 2024
Timers Off: Wed Dec  4 15:47:17 2024

Wall Time:        9.10 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.650u      0.017s      0.397w      2 calls
Libint2ERI::Libint2ERI              :      0.083u      0.033s      0.098w      7 calls
HF: Form core H                     :      0.050u      0.050s      0.074w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.006w      2 calls
HF: Guess                           :      0.133u      0.167s      0.186w      2 calls
SAD Guess                           :      0.133u      0.167s      0.184w      2 calls
HF: Form G                          :      0.050u      0.000s      0.027w     18 calls
JK: D                               :      0.000u      0.000s      0.002w     18 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     18 calls
JK: JK                              :      0.050u      0.000s      0.024w     18 calls
PK computes JK                      :      0.050u      0.000s      0.024w     18 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.050u      0.150s      0.095w     18 calls
HF: Form D                          :      0.000u      0.000s      0.002w     18 calls
HF: DIIS                            :      0.533u      0.317s      0.522w     16 calls
HF: Form C                          :      0.083u      0.133s      0.147w     16 calls
trans_ints                          :      0.350u      0.400s      0.463w      1 calls
Trans (OV|OV)                       :      0.350u      0.400s      0.455w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.001w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.001w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.000u      0.033s      0.018w      1 calls
MP2 Energy                          :      0.017u      0.017s      0.013w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.650u      0.017s      0.397w      2 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.035w      4 calls
HF: Form core H                     :      0.050u      0.050s      0.074w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.006w      2 calls
HF: Guess                           :      0.133u      0.167s      0.186w      2 calls
| SAD Guess                         :      0.133u      0.167s      0.184w      2 calls
HF: Form G                          :      0.050u      0.000s      0.027w     18 calls
| JK: D                             :      0.000u      0.000s      0.002w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      0.050u      0.000s      0.024w     18 calls
| | PK computes JK                  :      0.050u      0.000s      0.024w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.050u      0.150s      0.095w     18 calls
HF: Form D                          :      0.000u      0.000s      0.002w     18 calls
HF: DIIS                            :      0.533u      0.317s      0.522w     16 calls
HF: Form C                          :      0.083u      0.133s      0.147w     16 calls
Libint2ERI::Libint2ERI              :      0.050u      0.033s      0.063w      3 calls
trans_ints                          :      0.350u      0.400s      0.463w      1 calls
| Trans (OV|OV)                     :      0.350u      0.400s      0.455w      1 calls
